t_const_Directors,n_const_Directors
tt0001199,nm0577654
tt0001200,nm0000428
tt0001201,nm0194088
tt0001202,nm0000428
tt0001203,nm0005717
tt0001204,nm0159015
tt0001205,nm0005717
tt0001206,nm0000428
tt0001207,nm0000428
tt0001208,nm0692105
tt0001209,nm0159015
tt0001210,\N
tt0001211,nm0029253
tt0001212,nm0159015
tt0001213,nm0001908
tt0001214,nm0674600
tt0001215,nm0275421
tt0001216,nm0000428
tt0001217,nm0000428
tt0001218,nm0159015
tt0001219,nm0159015
tt0001220,nm0001908
tt0001221,nm0692105
tt0001222,nm0001908
tt0001223,nm0205986
tt0001224,nm0095816
tt0001225,nm0294276
tt0001226,nm0205986
tt0001227,nm0000428
tt0001228,nm0001908
tt0001229,\N
tt0001230,\N
tt0001231,nm0001908
tt0001232,nm0309163
tt0001233,nm0001908
tt0001234,nm0000428
tt0001235,nm0288616
tt0001236,nm0000428
tt0001237,nm0000428
tt0001238,nm0095816
tt0001239,nm0159015
tt0001240,nm0088881
tt0001241,nm0713223
tt0001242,nm0221142
tt0001243,nm0000428
tt0001244,nm0923603
tt0001245,nm0000428
tt0001246,nm0159015
tt0001247,nm0294276
tt0001248,nm0000428
tt0001249,nm0000428
tt0001250,nm0095816
tt0001251,nm0288616
tt0001252,nm0294276
tt0001253,nm0000428
tt0001254,nm0000428
tt0001255,nm0923603
tt0001256,nm0000428
tt0001257,nm0205986
tt0001258,nm0088881
tt0001259,nm0000428
tt0001260,nm0000428
tt0001261,nm0294276
tt0001262,nm0000428
tt0001263,nm0401967
tt0001264,nm0000428
tt0001265,nm0000428
tt0001266,nm0294276
tt0001267,nm0577734
tt0001268,nm0000428
tt0001269,nm0001908
tt0001270,\N
tt0001271,nm0005717
tt0001272,nm0294276
tt0001273,\N
tt0001274,nm0877783
tt0001275,nm0095816
tt0001276,nm0159015
tt0001277,nm0169878
tt0001278,nm0288616
tt0001279,\N
tt0001280,nm0022607
tt0001281,nm0581683
tt0001282,nm0877783
tt0001283,nm0000428
tt0001284,nm0000428
tt0001285,nm0085865
tt0001286,nm0000428
tt0001287,nm0294276
tt0001288,nm0001908
tt0001289,nm0023107
tt0001290,nm0091767
tt0001291,nm0294276
tt0001292,nm0000428
tt0001293,nm0111753
tt0001294,nm0352726
tt0001295,nm0159015
tt0001296,nm0168503
tt0001297,nm0692105
tt0001298,nm0288616
tt0001299,nm0130633
tt0001300,nm0294276
tt0001301,nm0194088
tt0001302,nm0923603
tt0001303,nm0000428
tt0001304,nm0513617
tt0001305,nm0159015
tt0001306,nm0029253
tt0001307,nm0000428
tt0001308,nm0001908
tt0001309,nm0288616
tt0001310,nm0288616
tt0001311,nm0091767
tt0001312,nm0711337
tt0001313,\N
tt0001314,nm0516263
tt0001315,nm0000428
tt0001316,nm0029253
tt0001317,nm0001908
tt0001318,nm0205986
tt0001319,nm0000428
tt0001320,nm0098427
tt0001321,nm0091767
tt0001322,nm0001908
tt0001323,nm0646058
tt0001324,\N
tt0001325,nm0001908
tt0001326,nm0000428
tt0001327,nm0000428
tt0001328,nm0005717
tt0001329,nm0168503
tt0001330,\N
tt0001331,nm0294276
tt0001332,nm0288616
tt0001333,nm0000428
tt0001334,nm0288616
tt0001335,nm0325448
tt0001336,nm0048478
tt0001337,nm0000428
tt0001338,nm0471787
tt0001339,nm0288616
tt0001340,nm0000428
tt0001341,nm1024681
tt0001342,nm0294276
tt0001343,nm0294276
tt0001344,nm0288616
tt0001345,nm0000428
tt0001346,nm0000428
tt0001347,nm0569466
tt0001348,\N
tt0001349,nm0294276
tt0001350,nm0001908
tt0001351,nm0000428
tt0001352,nm0352726
tt0001353,nm0135052
tt0001354,nm0001908
tt0001355,nm0005717
tt0001356,nm0870831
tt0001357,nm0001908
tt0001358,nm1159832
tt0001359,\N
tt0001360,\N
tt0001361,nm0294276
tt0001362,nm0000428
tt0001363,nm0294276
tt0001364,nm0159015
tt0001365,nm0001908
tt0001366,nm0159015
tt0001367,nm0091767
tt0001368,nm0205986
tt0001369,nm0000428
tt0001370,nm0764002
tt0001371,nm0000428
tt0001372,nm0001908
tt0001373,nm0091767
tt0001374,nm0001908
tt0001375,nm0877783
tt0001376,nm0001908
tt0001377,nm0209738
tt0001378,nm0516263
tt0001379,nm0294276
tt0001380,nm0511602
tt0001381,nm1003261
tt0001382,nm0182052
tt0001383,nm0005717
tt0001384,nm0000428
tt0001385,nm0000428
tt0001386,\N
tt0001387,nm0000428
tt0001388,nm0000428
tt0001389,nm0294276
tt0001390,nm0000428
tt0001391,nm0352726
tt0001392,nm0005717
tt0001393,nm0000428
tt0001394,nm0001908
tt0001395,nm0001908
tt0001396,nm0000428
tt0001397,nm0581683
tt0001398,\N
tt0001399,nm0288616
tt0001400,nm0000428
tt0001401,nm0000428
tt0001402,nm0294276
tt0001403,nm0294276
tt0001404,nm0923603
tt0001405,nm0000428
tt0001406,nm0288616
tt0001407,nm0000428
tt0001408,nm0001908
tt0001409,nm0091767
tt0001410,nm0000428
tt0001411,nm0005717
tt0001412,nm0001908
tt0001413,nm0288616
tt0001414,nm0000428
tt0001415,nm0000428
tt0001416,nm0000428
tt0001417,nm0294276
tt0001418,nm0923603
tt0001419,nm0001908
tt0001420,nm0294276
tt0001421,nm0135052
tt0001422,nm0001908
tt0001423,nm0294276
tt0001424,nm0091767
tt0001425,nm0294276
tt0001426,nm0832948
tt0001427,nm0000428
tt0001428,nm0000428
tt0001429,nm0813603
tt0001430,nm0000428
tt0001431,nm0000428
tt0001432,nm0085865
tt0001434,nm0001908
tt0001435,nm0000428
tt0001436,nm0001908
tt0001437,nm0091767
tt0001438,nm0288616
tt0001439,nm0000428
tt0001440,nm0375839
tt0001441,\N
tt0001442,nm0001908
tt0001443,nm0000428
tt0001444,nm0257022
tt0001445,nm0000428
tt0001446,nm0000428
tt0001447,nm0294276
tt0001448,nm0001908
tt0001449,nm0001908
tt0001450,nm0001908
tt0001451,nm0001908
tt0001452,nm0000428
tt0001453,nm0832948
tt0001454,nm0288616
tt0001455,nm0325448
tt0001456,nm0288616
tt0001457,nm0711337
tt0001458,nm0000428
tt0001459,nm0000428
tt0001460,nm0000428
tt0001461,nm0325448
tt0001462,nm0294276
tt0001463,nm0877783
tt0001464,nm0294276
tt0001465,\N
tt0001466,nm0408436
tt0001467,nm0001908
tt0001468,nm0294276
tt0001469,nm0000428
tt0001470,\N
tt0001471,nm0088881
tt0001472,nm0288616
tt0001473,nm0875869
tt0001474,nm0002177
tt0001475,nm0108345
tt0001476,nm0168503
tt0001477,nm0294276
tt0001478,nm0245385
tt0001479,nm0325448
tt0001480,nm0366742
tt0001481,nm0408436
tt0001482,nm0000428
tt0001483,nm0408436
tt0001484,nm0001908
tt0001485,nm0408436
tt0001486,\N
tt0001487,nm0275421
tt0001488,nm0617588
tt0001489,nm0002177
tt0001490,nm0091767
tt0001491,nm0408436
tt0001492,nm0001908
tt0001493,nm0001908
tt0001494,nm0001908
tt0001495,nm0294276
tt0001496,nm0784407
tt0001497,nm0002177
tt0001498,nm0205986
tt0001499,nm0000428
tt0001500,nm0773654
tt0001501,nm0875869
tt0001502,nm0725529
tt0001503,nm0408436
tt0001504,\N
tt0001505,\N
tt0001506,nm0002177
tt0001507,nm0294276
tt0001508,nm0000428
tt0001509,nm0093361
tt0001510,nm0000428
tt0001511,nm0704587
tt0001512,nm0001908
tt0001513,\N
tt0001514,nm0294276
tt0001515,nm0408436
tt0001516,nm0245385
tt0001517,nm0000428
tt0001518,nm0001908
tt0001519,nm0001908
tt0001520,nm0294276
tt0001521,nm1267460
tt0001522,nm0294276
tt0001523,nm0001908
tt0001524,nm0294276
tt0001525,nm0294276
tt0001526,nm0408436
tt0001527,nm0823088
tt0001528,nm0048478
tt0001529,nm0091767
tt0001530,nm0738202
tt0001531,nm0738202
tt0001532,nm0063413
tt0001533,nm0001908
tt0001534,nm0005717
tt0001535,nm0005717
tt0001536,nm0533615
tt0001537,nm0001908
tt0001538,nm0784407
tt0001539,nm0029253
tt0001540,\N
tt0001541,nm0294276
tt0001542,nm0000428
tt0001543,nm0111753
tt0001544,nm0448682
tt0001545,nm0629589
tt0001546,nm0132324
tt0001547,nm0294276
tt0001548,nm0294276
tt0001549,\N
tt0001550,\N
tt0001551,nm0376396
tt0001552,nm0000428
tt0001553,nm0205986
tt0001554,nm0001908
tt0001555,\N
tt0001556,nm0001908
tt0001557,nm0000428
tt0001558,nm0784407
tt0001559,nm0456804
tt0001560,nm0001908
tt0001562,nm0001908
tt0001563,nm0851633
tt0001564,nm0000428
tt0001565,nm0294276
tt0001566,nm0692105
tt0001567,nm0135052
tt0001568,nm0877783
tt0001569,\N
tt0001570,nm0930198
tt0001571,nm0000428
tt0001572,nm0294276
tt0001573,nm0005717
tt0001574,\N
tt0001575,\N
tt0001576,nm0205986
tt0001577,nm0000428
tt0001578,nm0533615
tt0001579,nm0294276
tt0001580,nm0029253
tt0001581,nm0294276
tt0001582,nm0000428
tt0001583,nm0304098
tt0001584,nm0784407
tt0001585,nm0205986
tt0001586,nm0408436
tt0001587,nm0063413
tt0001588,nm0408436
tt0001589,nm0784407
tt0001590,nm0511155
tt0001591,nm0532622
tt0001592,nm0088881
tt0001593,nm0000428
tt0001594,nm0000428
tt0001595,\N
tt0001596,nm0294276
tt0001597,\N
tt0001598,nm0000428
tt0001599,nm0408436
tt0001600,nm0001908
tt0001601,nm0294276
tt0001602,nm0736464
tt0001603,\N
tt0001604,nm0519315
tt0001605,nm0294276
tt0001606,nm0048838
tt0001607,nm0000428
tt0001608,nm0736288
tt0001609,nm0005717
tt0001610,nm0005717
tt0001611,nm0005717
tt0001612,nm0005717
tt0001613,nm0000428
tt0001614,nm1003261
tt0001615,nm0000428
tt0001616,nm0408436
tt0001617,nm0294276
tt0001618,nm0813603
tt0001619,nm0294276
tt0001620,nm0294276
tt0001621,nm0408436
tt0001622,nm0294276
tt0001623,nm0408436
tt0001624,nm0088881
tt0001625,nm0001908
tt0001626,nm0001908
tt0001627,nm0002177
tt0001628,\N
tt0001629,\N
tt0001630,nm0300487
tt0001631,nm0294276
tt0001632,\N
tt0001633,nm0294276
tt0001634,\N
tt0001635,nm0533615
tt0001636,nm0294276
tt0001637,nm0408436
tt0001638,\N
tt0001639,nm0294276
tt0001640,nm0098376
tt0001641,nm0111753
tt0001642,\N
tt0001643,nm0587929
tt0001644,nm0001908
tt0001645,nm0587929
tt0001646,\N
tt0001647,nm0245385
tt0001648,nm0949565
tt0001649,nm0813603
tt0001650,nm0048838
tt0001652,nm0245385
tt0001653,nm0546378
tt0001654,nm0000428
tt0001655,nm0000428
tt0001656,nm0916665
tt0001657,nm0325448
tt0001658,nm0055011
tt0001659,nm0000428
tt0001660,nm0872868
tt0001661,nm0408436
tt0001662,nm0111753
tt0001663,nm0000428
tt0001664,nm0813603
tt0001665,nm0581683
tt0001666,nm0001908
tt0001667,nm0285643
tt0001668,nm0294276
tt0001669,nm0325448
tt0001670,nm0294276
tt0001671,nm0000428
tt0001672,nm0408436
tt0001673,nm0916904
tt0001674,nm0294276
tt0001675,nm0408436
tt0001676,\N
tt0001677,nm0000428
tt0001678,nm0408436
tt0001679,\N
tt0001680,nm0000428
tt0001681,nm0000428
tt0001682,nm0002177
tt0001683,nm0325448
tt0001684,\N
tt0001685,\N
tt0001686,nm0408436
tt0001687,\N
tt0001688,nm0205986
tt0001689,nm0000428
tt0001690,nm0587929
tt0001691,nm0095816
tt0001692,nm0300487
tt0001693,nm0352726
tt0001694,nm0091767
tt0001695,nm0408436
tt0001696,nm0000428
tt0001697,nm0205986
tt0001698,nm1166458
tt0001699,nm0294276
tt0001700,nm0166693
tt0001701,nm0000428
tt0001702,nm0001908
tt0001703,nm0001908
tt0001704,\N
tt0001705,nm0005717
tt0001706,nm0001908
tt0001707,nm0930198
tt0001708,nm0294276
tt0001709,nm0000428
tt0001710,nm0000428
tt0001711,nm0388674
tt0001712,nm0288616
tt0001713,nm0000428
tt0001714,nm0294276
tt0001715,nm0072493
tt0001716,nm0294276
tt0001717,nm0511602
tt0001718,nm0294276
tt0001719,nm0294276
tt0001720,nm0091767
tt0001721,nm0294276
tt0001722,nm0000428
tt0001723,nm0294276
tt0001724,nm0000428
tt0001725,nm0294276
tt0001727,nm0048864
tt0001728,\N
tt0001729,nm0265289
tt0001730,nm0278062
tt0001731,nm0738202
tt0001732,nm0408436
tt0001733,nm0000428
tt0001734,nm0294276
tt0001735,nm0095816
tt0001736,nm0408436
tt0001737,nm0565560
tt0001738,nm0456804
tt0001739,nm0930198
tt0001740,nm0000428
tt0001741,nm0000428
tt0001742,nm0692105
tt0001743,nm0325448
tt0001744,nm0294276
tt0001746,nm0597995
tt0001747,nm0877783
tt0001748,nm0294276
tt0001749,nm0601698
tt0001750,nm0294276
tt0001751,\N
tt0001752,nm0294276
tt0001753,nm0000428
tt0001754,nm0294276
tt0001755,nm0294276
tt0001756,nm0005717
tt0001757,nm0001908
tt0001758,nm0294276
tt0001759,nm0930198
tt0001760,nm0587929
tt0001761,\N
tt0001762,nm0532622
tt0001763,nm0000428
tt0001764,nm0023107
tt0001765,\N
tt0001766,nm0294276
tt0001767,nm0408436
tt0001768,nm0294276
tt0001769,nm0000428
tt0001770,nm0002177
tt0001771,nm0784407
tt0001772,nm0408436
tt0001773,nm0309163
tt0001774,nm0408436
tt0001775,nm0725529
tt0001776,nm0511729
tt0001777,\N
tt0001778,\N
tt0001779,nm0408436
tt0001780,nm0088881
tt0001781,\N
tt0001782,nm0581683
tt0001783,nm0001908
tt0001784,nm0294276
tt0001785,nm0738202
tt0001786,nm0002177
tt0001787,nm0408436
tt0001788,nm0095816
tt0001789,nm0000428
tt0001790,nm0135052
tt0001791,nm0205986
tt0001792,\N
tt0001793,nm0294276
tt0001794,nm0294276
tt0001795,nm0005717
tt0001796,nm0005717
tt0001797,nm0692105
tt0001798,\N
tt0001799,nm0029253
tt0001800,nm0294276
tt0001801,nm0394399
tt0001803,nm0511143
tt0001804,nm0095816
tt0001805,nm0294276
tt0001806,\N
tt0001807,nm0408436
tt0001808,nm0000428
tt0001809,nm0048838
tt0001810,nm0294276
tt0001811,nm0646058
tt0001812,nm0294276
tt0001813,nm0000428
tt0001814,nm0294276
tt0001815,nm0692105
tt0001816,\N
tt0001817,\N
tt0001818,nm0000428
tt0001820,nm0001908
tt0001821,nm0001908
tt0001822,nm0001908
tt0001823,\N
tt0001824,nm0806961
tt0001825,nm0001908
tt0001826,nm0511729
tt0001827,nm0784407
tt0001828,nm0294276
tt0001829,nm0294276
tt0001830,\N
tt0001831,nm0551375
tt0001832,nm0043881
tt0001833,nm0245385
tt0001834,nm0048478
tt0001835,nm0288616
tt0001836,nm0001908
tt0001837,nm0325448
tt0001838,\N
tt0001839,nm0294276
tt0001840,nm0000428
tt0001841,nm0288616
tt0001842,nm0698839
tt0001843,nm0581683
tt0001844,nm0091767
tt0001845,nm0159015
tt0001846,nm0001908
tt0001847,\N
tt0001848,nm0646058
tt0001849,nm0533615
tt0001850,nm0245385
tt0001851,nm0294276
tt0001852,nm0419327
tt0001853,\N
tt0001854,\N
tt0001856,nm0000428
tt0001857,nm0072493
tt0001858,nm0135052
tt0001859,nm0930198
tt0001860,nm0001908
tt0001861,nm0857222
tt0001862,nm0519315
tt0001863,nm0000428
tt0001864,nm0048838
tt0001865,nm0000428
tt0001866,nm0806961
tt0001867,nm0000428
tt0001868,nm0029253
tt0001869,nm0294276
tt0001870,\N
tt0001871,nm0000428
tt0001872,nm0875869
tt0001873,nm0091767
tt0001874,\N
tt0001875,nm0806961
tt0001876,nm0408436
tt0001877,nm0629589
tt0001878,\N
tt0001879,nm0001908
tt0001880,nm0001908
tt0001881,nm0168503
tt0001882,nm0581683
tt0001883,nm0294276
tt0001884,nm0294276
tt0001885,nm0352726
tt0001886,nm0029253
tt0001887,nm0408436
tt0001888,\N
tt0001889,nm0727484
tt0001890,nm0000428
tt0001891,nm0000428
tt0001892,nm0300487
tt0001893,nm0000428
tt0001894,nm0001908
tt0001895,\N
tt0001896,nm0000428
tt0001897,nm0001908
tt0001898,nm0581683
tt0001899,nm0408436
tt0001900,nm0205986
tt0001901,\N
tt0001902,nm0587929
tt0001903,nm0001908
tt0001904,nm0000428
tt0001905,nm0205986
tt0001906,nm0048478
tt0001907,nm0000428
tt0001908,\N
tt0001909,nm0294276
tt0001910,nm0408436
tt0001911,nm0519315
tt0001912,\N
tt0001913,nm0000428
tt0001914,nm0300487
tt0001915,nm0401967
tt0001916,nm0005717
tt0001917,nm0000428
tt0001918,nm0294276
tt0001919,nm0242139
tt0001920,nm0023107
tt0001921,nm0000428
tt0001922,\N
tt0001923,nm0875869
tt0001924,nm0000428
tt0001925,nm0245385
tt0001926,nm0205986
tt0001927,nm0000428
tt0001928,nm0000428
tt0001929,nm0784407
tt0001930,nm0111753
tt0001931,\N
tt0001932,\N
tt0001933,nm0294276
tt0001934,nm0408436
tt0001935,nm0877783
tt0001936,\N
tt0001937,nm0000428
tt0001939,nm0001908
tt0001940,nm0294276
tt0001941,nm0408433
tt0001942,nm0265289
tt0001943,nm0294276
tt0001944,nm0294276
tt0001945,nm0294276
tt0001946,nm0001908
tt0001947,\N
tt0001948,nm0877783
tt0001949,nm0000428
tt0001950,nm0001908
tt0001951,nm0000428
tt0001952,\N
tt0001954,nm0002177
tt0001955,nm0095816
tt0001956,nm0577734
tt0001957,nm0736288
tt0001959,\N
tt0001960,nm0000428
tt0001961,nm0352726
tt0001962,nm0587929
tt0001963,nm0088881
tt0001964,nm0300487
tt0001965,nm0087250
tt0001966,nm0784407
tt0001967,nm0275421
tt0001968,nm0000428
tt0001969,nm0000428
tt0001970,nm0001908
tt0001971,nm0325448
tt0001972,nm0001908
tt0001973,nm0000428
tt0001974,nm0001908
tt0001975,nm0877783
tt0001976,nm0001908
tt0001977,nm0577654
tt0001978,nm0000428
tt0001979,\N
tt0001980,nm0408436
tt0001981,nm0091767
tt0001982,nm0692105
tt0001983,nm0000428
tt0001984,nm0499883
tt0001985,\N
tt0001986,nm0095816
tt0001987,nm0000428
tt0001988,nm0294276
tt0001989,nm0000428
tt0001990,nm0245385
tt0001992,\N
tt0001993,nm0605942
tt0001994,nm0294276
tt0001995,\N
tt0001996,nm0111753
tt0001997,nm0111753
tt0001998,nm0325670
tt0001999,nm0540217
tt0002000,nm0245385
tt0002001,\N
tt0002002,nm0577654
tt0002003,\N
tt0002004,nm0001908
tt0002005,nm0001908
tt0002006,nm0001908
tt0002007,nm0001908
tt0002008,nm0001908
tt0002009,nm0001908
tt0002010,nm0001908
tt0002011,nm0001908
tt0002012,nm0107543
tt0002013,nm0861002
tt0002014,nm0736288
tt0002015,nm0408436
tt0002016,nm0063413
tt0002017,nm0784407
tt0002018,nm0577654
tt0002019,nm0168503
tt0002020,nm0221142
tt0002021,\N
tt0002022,nm0698839
tt0002023,nm0930198
tt0002024,nm0245385
tt0002025,nm0023107
tt0002026,nm0259235
tt0002027,nm0577654
tt0002028,nm0629589
tt0002029,nm0300487
tt0002030,nm0325448
tt0002031,nm0085865
tt0002033,nm0273205
tt0002034,nm0784407
tt0002035,nm0717281
tt0002036,nm0784407
tt0002037,nm0717281
tt0002038,\N
tt0002039,\N
tt0002040,nm0646844
tt0002041,nm0000428
tt0002042,nm0725529
tt0002043,nm0930198
tt0002044,nm0294276
tt0002045,nm0285643
tt0002046,nm0168503
tt0002047,\N
tt0002048,nm0119138
tt0002049,nm0119138
tt0002050,\N
tt0002051,nm0408436
tt0002052,\N
tt0002053,nm0784407
tt0002054,nm0000428
tt0002055,nm0784407
tt0002056,nm0823088
tt0002057,nm0877783
tt0002058,nm0577654
tt0002059,nm0806565
tt0002060,\N
tt0002061,\N
tt0002062,\N
tt0002063,nm0111753
tt0002064,nm0000428
tt0002065,nm0524306
tt0002066,nm0000428
tt0002067,nm0930198
tt0002068,nm0000428
tt0002069,nm0533615
tt0002070,nm0784407
tt0002071,nm0725529
tt0002072,nm0001908
tt0002073,nm0001908
tt0002074,nm0001908
tt0002075,nm0001908
tt0002076,nm0275941
tt0002077,nm0532072
tt0002078,nm0000428
tt0002079,nm0119138
tt0002080,nm0048478
tt0002081,nm0872868
tt0002082,nm0000428
tt0002083,nm0665163
tt0002084,nm0245385
tt0002085,nm0294276
tt0002086,nm0111753
tt0002087,nm0085865
tt0002088,nm0851633
tt0002089,nm0294276
tt0002090,nm0949648
tt0002091,nm0005717
tt0002092,nm0533954
tt0002093,nm0000428
tt0002094,nm0294276
tt0002095,nm0000428
tt0002096,\N
tt0002097,nm0000428
tt0002098,nm0587929
tt0002099,nm0806565
tt0002100,nm0048478
tt0002101,nm0309130
tt0002102,nm0408436
tt0002103,\N
tt0002104,nm0107543
tt0002105,nm0205986
tt0002106,nm0784407
tt0002107,nm0577654
tt0002108,nm0285643
tt0002109,nm0408436
tt0002110,nm0408436
tt0002111,nm0132324
tt0002112,\N
tt0002113,nm0617588
tt0002114,nm0111753
tt0002115,\N
tt0002116,nm0692105
tt0002117,nm0111753
tt0002118,nm0581683
tt0002119,nm0738202
tt0002120,nm0408436
tt0002121,nm0000428
tt0002122,nm0629589
tt0002123,nm0725529
tt0002124,nm0872868
tt0002125,nm0717281
tt0002126,nm0285643
tt0002127,\N
tt0002128,nm0581683
tt0002129,nm0533615
tt0002130,nm0209738
tt0002131,nm0884879
tt0002132,nm0119138
tt0002133,nm0784407
tt0002134,nm0492742
tt0002135,nm0784407
tt0002136,nm0698839
tt0002137,nm0408436
tt0002138,nm0784407
tt0002139,\N
tt0002140,nm0738202
tt0002141,nm0294276
tt0002142,nm0408436
tt0002143,nm0376529
tt0002144,nm0532622
tt0002145,nm0585495
tt0002146,nm0577654
tt0002147,nm0119138
tt0002148,nm0784407
tt0002149,nm0784407
tt0002150,nm6955979
tt0002151,nm0459319
tt0002152,\N
tt0002153,nm0773654
tt0002154,\N
tt0002155,\N
tt0002156,nm0005717
tt0002157,nm0488932
tt0002158,nm0294276
tt0002159,nm0784407
tt0002160,nm0511729
tt0002161,\N
tt0002162,nm0000428
tt0002163,nm0823150
tt0002164,nm0401967
tt0002165,nm0005717
tt0002166,\N
tt0002167,nm0389352
tt0002168,\N
tt0002169,nm0916904
tt0002170,nm0784407
tt0002171,nm0784407
tt0002172,nm0000428
tt0002173,\N
tt0002174,nm0245385
tt0002175,\N
tt0002176,nm0000428
tt0002177,nm0000428
tt0002178,nm0725529
tt0002179,nm0784407
tt0002180,nm0005717
tt0002181,nm0869665
tt0002182,nm1291436
tt0002183,nm0111753
tt0002184,nm0784407
tt0002185,nm0577654
tt0002186,nm0511155
tt0002187,nm0587929
tt0002188,nm0408436
tt0002189,nm0789748
tt0002190,nm0000428
tt0002191,nm0408436
tt0002192,\N
tt0002193,nm0325448
tt0002194,nm0054977
tt0002195,nm0551375
tt0002196,nm0448682
tt0002197,nm0000428
tt0002198,nm0869665
tt0002199,nm0646058
tt0002200,nm0923603
tt0002201,nm0408436
tt0002202,nm0099901
tt0002203,nm0784407
tt0002204,nm0294276
tt0002205,\N
tt0002206,nm0532622
tt0002207,nm0294276
tt0002208,nm0000428
tt0002209,nm0119138
tt0002210,nm0325448
tt0002211,nm0227602
tt0002212,nm0000428
tt0002213,nm0132324
tt0002214,nm0000428
tt0002215,nm0408433
tt0002216,nm0000428
tt0002217,\N
tt0002218,nm0789748
tt0002219,nm0789748
tt0002220,nm0000428
tt0002221,nm0823088
tt0002222,nm0132324
tt0002223,\N
tt0002224,nm0784407
tt0002225,nm0325448
tt0002226,nm0823088
tt0002227,\N
tt0002228,nm0662442
tt0002229,nm0784407
tt0002230,nm0408436
tt0002231,nm0000428
tt0002232,nm0784407
tt0002233,nm0784407
tt0002234,nm0803705
